commentCount,dislikeCount,likeCount,viewCount,commentators_uniq,comments_obscene_cnt,video_age,performer,title,music_style
0.0,1.0,53.0,13677.0,,,2876,би_2,Би-2 - Отражение (1996),rock
90.0,84.0,2994.0,700183.0,61.0,4.0,2876,би_2,Би-2 - Песок (2003),rock
2888.0,2207.0,63096.0,10960028.0,1452.0,47.0,2876,би_2,Би-2 - Полковнику никто не пишет (2000),rock
28.0,27.0,1128.0,117143.0,19.0,1.0,1642,би_2,Би-2 - Полковнику никто не пишет. LIVE. Spirit-тур в Stadium Live. #Би2триконцерта,rock
103.0,41.0,2170.0,644985.0,66.0,0.0,4239,би_2,Би-2 - Радиовьетнам (2007),rock
0.0,7.0,40.0,28363.0,,,2876,би_2,"Би-2 - Ребекка (проект ""Нечетный воин 2"")",rock
78.0,79.0,1703.0,376468.0,41.0,3.0,2876,би_2,Би-2 - Революция (2004),rock
9.0,5.0,168.0,38424.0,7.0,0.0,2876,би_2,Би-2 - Свадебная песня (1998),rock
109.0,94.0,2893.0,448524.0,80.0,4.0,1717,би_2,Би-2 - Серебро. LIVE. Квартирник (акустика). #Би2триконцерта,rock
158.0,128.0,4225.0,675108.0,94.0,3.0,1577,би_2,"Би-2 - Только любовь починит feat. Elizaveta feat. А. Заворотнюк (OST «Мамы 3»), 2014",rock
620.0,872.0,16010.0,5466943.0,354.0,5.0,1302,би_2,Би-2 - Три сантиметра над землей (OST Клинч),rock
12.0,10.0,372.0,101637.0,11.0,0.0,1305,би_2,Би-2 - Три сантиметра над землёй (OST Клинч) Teaser,rock
30.0,14.0,722.0,51201.0,25.0,0.0,1013,би_2,"Би-2 - Тёмные небеса (Live, 16плюсTour @ Stadium Live, 17.04.2015)",rock
198.0,83.0,3251.0,488006.0,107.0,4.0,2876,би_2,Би-2 - Феллини (2001),rock
0.0,2.0,55.0,21291.0,,,2876,би_2,Би-2 - Цветы (1996),rock
794.0,626.0,15408.0,4474011.0,515.0,9.0,3480,би_2,Би-2 - Шамбала,rock
151.0,97.0,3518.0,1088568.0,117.0,2.0,3647,би_2,Би-2 - Шар земной (2009),rock
28.0,11.0,922.0,58708.0,24.0,1.0,1049,би_2,Би-2 - Школа танцев,rock
11.0,2.0,200.0,12692.0,11.0,0.0,1747,би_2,Би-2 -- лучшая рок-группа по версии телеканала RU.TV!,rock
2.0,0.0,93.0,6762.0,2.0,0.0,4284,би_2,Би-2 / B-2 backstage at Red Square (за сценой),rock
12.0,5.0,272.0,8207.0,11.0,0.0,679,би_2,Би-2 10.06 в Дублине и 11.06 Лондоне,rock
14.0,3.0,85.0,8629.0,10.0,0.0,1413,би_2,Би-2 16 августа 2015 в Риге! #16плюс,rock
9.0,5.0,194.0,18023.0,8.0,0.0,1546,би_2,Би-2 @ Crocus City Hall. #16плюс. 20.11.2014,rock
16.0,4.0,314.0,8977.0,13.0,0.0,661,би_2,Би-2 @ «Лестница в небо»: как это было,rock
73.0,46.0,1586.0,47289.0,67.0,0.0,246,би_2,Би-2 FEST — 120 000 ❤️,rock
277.0,175.0,4099.0,157740.0,207.0,5.0,212,би_2,Би-2 FEST. Made in Бобруйск,rock
52.0,11.0,764.0,17487.0,39.0,0.0,219,би_2,Би-2 FEST. Документальный фильм. Teaser,rock
13.0,3.0,166.0,14299.0,13.0,0.0,3005,би_2,Би-2 Happy New Year 2011!,rock
184.0,149.0,4406.0,516067.0,114.0,3.0,1290,би_2,Би-2 LIVE Квартирник (акустика). 17.05.13,rock
1806.0,3507.0,32604.0,3469998.0,1185.0,42.0,552,би_2,Би-2 feat. John Grant – Виски,rock
1645.0,1872.0,46106.0,4106451.0,978.0,50.0,532,би_2,Би-2 feat. Oxxxymiron - Пора возвращаться домой (Lyric Video),rock
1799.0,2170.0,47814.0,3353589.0,751.0,45.0,167,би_2,"Би-2 feat. Oxxxymiron — Пора возвращаться домой («Круг света», Театральная площадь)",rock
15.0,9.0,326.0,142539.0,12.0,0.0,2876,би_2,Би-2 feat. Punk TV - Белый лист (2008),rock
17.0,6.0,158.0,27009.0,14.0,0.0,3216,би_2,"Би-2 feat. Sevidov ""Бумажный змей"" (Запись в студии)",rock
2.0,1.0,35.0,8549.0,2.0,0.0,3250,би_2,"Би-2 feat. Sevidov для проекта ""Песни для Аллы""",rock
178.0,127.0,5562.0,1891268.0,127.0,1.0,4357,би_2,"Би-2 feat. Д. Арбенина - Из-за меня (OST ""Я остаюсь"") (2007)",rock
47.0,55.0,1622.0,382074.0,35.0,3.0,2876,би_2,"Би-2 feat. Д. Арбенина - Медленная звезда (Нечётный воин, 2005)",rock
185.0,334.0,7194.0,1444590.0,129.0,1.0,1399,би_2,"Би-2 feat. Д. Арбенина – Тише и тише (OST ""Клинч"")",rock
232.0,303.0,7474.0,2471726.0,181.0,1.0,3306,би_2,"Би-2 feat. Квартет И - Реки любви (OST ""О чем говорят мужчины"")",rock
195.0,265.0,3204.0,159245.0,108.0,5.0,261,би_2,"Би-2 feat. Нейромонах Феофан – Виски (LIVE @ КИНОпробы, Окуловка)",rock
164.0,287.0,1532.0,83140.0,115.0,6.0,364,би_2,Би-2 feat. Олег Нестеров – Дебют (short movie),rock
609.0,504.0,10497.0,2827879.0,360.0,12.0,2738,би_2,Би-2 feat. Т. Гвердцители - Безвоздушная тревога (2011),rock
258.0,365.0,8910.0,2344621.0,177.0,3.0,3012,би_2,Би-2 feat. Чичерина - Падает снег,rock
15.0,4.0,277.0,11353.0,10.0,0.0,1331,би_2,Би-2 meet&greet #летоБи2,rock
1.0,0.0,28.0,7640.0,1.0,0.0,3559,би_2,"Би-2 Презентация альбома ""ЛУНАПАРК""",rock
3.0,1.0,46.0,8669.0,3.0,0.0,3648,би_2,Би-2 Студия Большакова 2009,rock
5.0,0.0,40.0,6676.0,,,3663,би_2,Би-2 Шар земной Live Алматы,rock
46.0,21.0,624.0,70649.0,16.0,0.0,1583,би_2,Би-2 в Stadium Live. Презентация альбома Spirit,rock
6.0,2.0,134.0,11303.0,4.0,0.0,3693,би_2,Би-2 в Австралии часть2,rock
3.0,0.0,79.0,5751.0,3.0,0.0,3692,би_2,Би-2 в Австралии часть3,rock
3.0,0.0,70.0,4258.0,2.0,0.0,3689,би_2,Би-2 в Австралии часть5,rock
4.0,0.0,42.0,3461.0,2.0,0.0,3688,би_2,Би-2 в Австралии часть6,rock
3.0,0.0,56.0,4693.0,,,3667,би_2,Би-2 в Австралии. The End,rock
61.0,17.0,1184.0,33073.0,52.0,0.0,520,би_2,"Би-2 в Альметьевске: ДР Лёвы, болгарский перец и пульт, который сгорел!",rock
0.0,2.0,58.0,5485.0,,,1485,би_2,"Би-2 в Баку – 30 мая 2015 – Зелёный театр, презентация альбома #16плюс",rock
16.0,4.0,180.0,7086.0,12.0,0.0,693,би_2,Би-2 в Братске 19.04.2017,rock
6.0,1.0,96.0,10246.0,6.0,0.0,3594,би_2,Би-2 в Вашингтоне и Нью-Йорке,rock
2.0,1.0,30.0,3205.0,2.0,0.0,1449,би_2,"Би-2 в Гомеле, 01.04.2015 (видеоприглашение)",rock
2.0,1.0,37.0,4022.0,2.0,0.0,1449,би_2,"Би-2 в Гродно, 03.04.2015 (видеоприглашение)",rock
9.0,7.0,316.0,9673.0,9.0,0.0,691,би_2,Би-2 в Иркутске,rock
87.0,24.0,969.0,27700.0,42.0,1.0,349,би_2,Би-2 в Йошкар-Оле: упоротый журналист-тамада и брат Лёвы!,rock
33.0,19.0,623.0,18142.0,24.0,0.0,339,би_2,"Би-2 в Казани: борода, «perfection», рок!",rock
49.0,15.0,842.0,30800.0,31.0,2.0,483,би_2,"Би-2 в Калуге: миллион автографов, убитая обувь и какой русский..?",rock
46.0,12.0,1108.0,33032.0,31.0,0.0,517,би_2,"Би-2 в Кирове: «Родина», хайп и рок-н-ролл",rock
26.0,5.0,589.0,13825.0,18.0,0.0,463,би_2,Би-2 в Коврове: сольные выступления и вечное детство 👧🏻🤘🏻,rock
24.0,5.0,750.0,21580.0,21.0,0.0,488,би_2,Би-2 в Курске: как Звонок ногу сломал и что с этим делать? Жечь на концертах!,rock
31.0,8.0,479.0,13779.0,18.0,0.0,708,би_2,Би-2 в Минске (02.04.17),rock
39.0,8.0,352.0,10163.0,30.0,0.0,370,би_2,Би-2 в Минске — 31 марта!,rock
3.0,2.0,71.0,4967.0,2.0,0.0,1449,би_2,"Би-2 в Минске, 04.04.2015 (видеоприглашение)",rock
60.0,17.0,1473.0,38154.0,39.0,0.0,454,би_2,Би-2 в Москве: серьёзная подготовка и несерьёзный backstage,rock
65.0,16.0,1032.0,34016.0,39.0,1.0,478,би_2,Би-2 в Нижнем Новгороде: «Компромисс» хором и весомые аргументы,rock
96.0,16.0,1378.0,25819.0,70.0,1.0,134,би_2,Би-2 в Олимпийском 💥💥💥,rock
28.0,4.0,401.0,10805.0,16.0,0.0,486,би_2,Би-2 в Орле: подробно об экране на сцене и... славянском базаре,rock
78.0,36.0,1769.0,47994.0,53.0,3.0,94,би_2,Би-2 в Питере — пора возвращаться домой!,rock
28.0,7.0,655.0,17134.0,19.0,0.0,461,би_2,"Би-2 в Питере: nishtyak, космос и... домой",rock
40.0,19.0,1028.0,23544.0,31.0,0.0,326,би_2,Би-2 в Ростове: гуляем по городу и вводим новую систему координат,rock
41.0,10.0,810.0,23153.0,29.0,0.0,500,би_2,Би-2 в Рязани: шутка века и выход за горизонты простых концертов,rock
31.0,4.0,370.0,8874.0,26.0,1.0,378,би_2,"Би-2 в Самаре, Тольятти, Пензе и Саратове!",rock
78.0,17.0,477.0,14186.0,51.0,0.0,421,би_2,Би-2 в Сибири!,rock
3.0,2.0,72.0,6803.0,,,1939,би_2,"Би-2 в Сибири: 25.11 - Иркутск, 26.11 - Чита, 28.11 - Красноярск",rock
23.0,5.0,318.0,8164.0,21.0,0.0,702,би_2,Би-2 в Тель-Авиве 10 мая,rock
39.0,11.0,681.0,18279.0,32.0,2.0,379,би_2,"Би-2 в Томске: торт, почти «Оскар» и милота!",rock
56.0,8.0,716.0,23321.0,39.0,0.0,690,би_2,Би-2 в Улан-Удэ: концерт и квартира в голове Ленина,rock
22.0,7.0,613.0,17656.0,17.0,0.0,687,би_2,Би-2 в Чите: «Чито грито» и отличный концерт!,rock
3.0,0.0,48.0,6831.0,2.0,0.0,2876,би_2,"Би-2 и ""Ундервуд"" - ""Моя любовь"" - live",rock
37.0,27.0,463.0,11630.0,29.0,0.0,307,би_2,Би-2 и В.С. Пушкин в Набережных Челнах!,rock
3.0,1.0,29.0,6210.0,3.0,0.0,3054,би_2,Би-2 и Чичерина в Санкт-Петербурге,rock
1.0,0.0,53.0,3446.0,,,3685,би_2,Би-2 на Big day out Мельбурн,rock
9.0,6.0,242.0,8363.0,9.0,0.0,616,би_2,Би-2 на VK Fest 2017!,rock
13.0,7.0,156.0,7200.0,13.0,0.0,2267,би_2,Би-2 поздравляют с Новым годом! '2013,rock
40.0,23.0,638.0,15146.0,32.0,1.0,313,би_2,Би-2 с Ильичом в Ульяновске: часть первая,rock
85.0,32.0,859.0,148973.0,69.0,1.0,3031,би_2,Би-2 с Эстонским симфоническим оркестром (Таллинн 12.04.08),rock
23.0,26.0,597.0,16675.0,19.0,0.0,720,би_2,Би-2 с симфоническим оркестром,rock
45.0,5.0,535.0,48226.0,31.0,0.0,1185,би_2,"Би-2 с симфоническим оркестром @ Crocus City Hall (20, 21 и 22 ноября 2015)",rock
1171.0,1473.0,24390.0,3906034.0,702.0,17.0,1234,би_2,"Би-2 с симфоническим оркестром @ Crocus City Hall, 23.11.13",rock
21.0,10.0,453.0,30401.0,17.0,2.0,703,би_2,Би-2 с симфоническим оркестром в Кремле,rock
450.0,321.0,8452.0,350210.0,160.0,2.0,73,би_2,Би-2 с симфоническим оркестром в Кремле (LIVE 24.03.17),rock
11.0,5.0,267.0,18499.0,9.0,0.0,2831,би_2,"Би-2 съемки клипа ""Оптимист""",rock
13.0,7.0,265.0,34210.0,9.0,1.0,2765,би_2,"Би-2 съёмки клипа ""Безвоздушная тревога""",rock
10.0,2.0,163.0,16982.0,10.0,0.0,3232,би_2,"Би-2 съёмки клипа ""Вечная призрачная встречная""",rock
0.0,0.0,92.0,11953.0,,,2982,би_2,"Би-2 съёмки клипа ""Падает снег""",rock
65.0,39.0,1401.0,98799.0,46.0,0.0,965,би_2,Би-2 – #16плюсTour @ Stadium Live,rock
1981.0,1966.0,30817.0,6091483.0,1282.0,86.0,1841,би_2,Би-2 – #Хипстер,rock
59.0,9.0,835.0,37922.0,36.0,0.0,826,би_2,"Би-2 – Moloko (Live @ Apelsin club, 8/12/2006)",rock
487.0,787.0,10912.0,2268066.0,255.0,3.0,769,би_2,Би-2 – Алиса (памяти А. Ротаня),rock
19.0,8.0,677.0,40695.0,17.0,0.0,904,би_2,Би-2 – Алиса (памяти А. Ротаня) (lyric video),rock
276.0,262.0,7829.0,1372504.0,166.0,3.0,1500,би_2,Би-2 – Блюз 16+ (2015),rock
9.0,5.0,206.0,19931.0,8.0,0.0,1507,би_2,Би-2 – Блюз 16+ (teaser #16плюс),rock
4.0,1.0,67.0,8234.0,4.0,0.0,1507,би_2,"Би-2 – Великие Луки – 17 февраля 2015, Квартирник (акустика), ДК ЛК",rock
261.0,60.0,4344.0,109633.0,,,28,би_2,Би-2 – Горизонт событий LIVE,rock
91.0,48.0,2530.0,91503.0,70.0,2.0,109,би_2,Би-2 – Детство (Горизонт событий LIVE),rock
430.0,952.0,25592.0,3186174.0,264.0,3.0,699,би_2,Би-2 – Её глаза (#VKLive «Курс на «Лайки»),rock
,1100.0,30432.0,4352100.0,,,1632,би_2,Би-2 – Забрали в армию,rock
179.0,65.0,2675.0,66409.0,105.0,4.0,151,би_2,Би-2 – Квартирник у Маргулиса,rock
3316.0,5053.0,92717.0,21341848.0,1794.0,47.0,1136,би_2,Би-2 – Компромисс,rock
138.0,57.0,2728.0,137925.0,80.0,1.0,407,би_2,Би-2 – Компромисс (LIVE @ Золотой граммофон 2017),rock
1659.0,3793.0,56280.0,10964023.0,1070.0,28.0,923,би_2,Би-2 – Лайки,rock
127.0,195.0,2334.0,343298.0,90.0,1.0,876,би_2,Би-2 – Лайки (DJ Noiz Remix),rock
84.0,11.0,559.0,38566.0,66.0,1.0,941,би_2,Би-2 – Лайки (Teaser 1),rock
54.0,17.0,495.0,44299.0,45.0,2.0,934,би_2,Би-2 – Лайки (Teaser 2),rock
34.0,32.0,1089.0,72487.0,26.0,0.0,911,би_2,Би-2 – Лайки (lyric video),rock
121.0,50.0,2210.0,96363.0,50.0,0.0,343,би_2,Би-2 – Лайки feat. Тина Кузнецова LIVE @ Кремль (24.03.2017),rock
1746.0,4673.0,39070.0,6147778.0,1257.0,28.0,391,би_2,Би-2 – Ля-ля тополя (OST «О чём говорят мужчины. Продолжение»),rock
62.0,37.0,1278.0,56494.0,40.0,0.0,404,би_2,Би-2 – Ля-ля тополя (teaser) (OST «О чём говорят мужчины. Продолжение»),rock
2139.0,2234.0,39459.0,6769410.0,1141.0,25.0,667,би_2,Би-2 – Лётчик,rock
34.0,20.0,833.0,32308.0,23.0,0.0,584,би_2,Би-2 – Лётчик (mini backstage),rock
302.0,97.0,4123.0,199193.0,176.0,6.0,590,би_2,Би-2 – Лётчик (оригинальная версия),rock
116.0,28.0,2202.0,43625.0,,,48,би_2,Би-2 – Мой рок-н-ролл (Горизонт событий LIVE),rock
3587.0,5392.0,94169.0,26687532.0,1788.0,26.0,2233,би_2,"Би-2 – Молитва (OST ""Метро"")",rock
3.0,4.0,70.0,6528.0,2.0,0.0,1494,би_2,"Би-2 – Москва, Stadium Live – 17 апреля 2015, #16плюсTour",rock
41.0,38.0,1496.0,97137.0,20.0,2.0,787,би_2,Би-2 – Над пропастью во ржи (#VKLive «Курс на «Лайки»),rock
3.0,1.0,40.0,4797.0,2.0,0.0,1508,би_2,"Би-2 – Нижний Новгород – 12 февраля 2015, Milo Concert Hall",rock
50.0,19.0,690.0,24646.0,34.0,0.0,705,би_2,Би-2 – Полковнику никто не пишет + Серебро 360° LIVE @ Кремль,rock
122.0,44.0,2305.0,54775.0,67.0,1.0,79,би_2,Би-2 – Пора возвращаться домой (Горизонт событий LIVE),rock
79.0,80.0,2518.0,164168.0,65.0,1.0,744,би_2,Би-2 – Птица на подоконнике (animated video),rock
44.0,22.0,712.0,42177.0,34.0,0.0,805,би_2,Би-2 – Революция 360° LIVE @ Crocus City Hall,rock
733.0,940.0,10895.0,671608.0,378.0,15.0,153,би_2,Би-2 – Родина (lyric video),rock
228.0,103.0,3904.0,184605.0,119.0,1.0,116,би_2,Би-2 – Родина (Горизонт событий LIVE),rock
49.0,16.0,1462.0,63256.0,37.0,1.0,791,би_2,Би-2 – Серебро (#VKLive «Курс на «Лайки»),rock
141.0,63.0,4322.0,184644.0,81.0,0.0,92,би_2,Би-2 – Серебро («Горизонт событий» LIVE),rock
79.0,25.0,1673.0,39078.0,,,57,би_2,Би-2 – Скользкие улицы (Горизонт событий LIVE),rock
134.0,59.0,2844.0,646003.0,86.0,0.0,442,би_2,Би-2 – Тема века LIVE: teaser концертного фильма «Горизонт событий» (25/11/2017 @ Москва),rock
54.0,43.0,746.0,57395.0,37.0,2.0,1141,би_2,Би-2 – Трава у дома,rock
3.0,1.0,54.0,6257.0,2.0,0.0,1509,би_2,"Би-2 – Чебоксары – 11 февраля 2015, КРЦ «MEGA GALAXY»",rock
4522.0,3785.0,64241.0,5445433.0,1845.0,50.0,301,би_2,Би-2 – Чёрное солнце,rock
124.0,41.0,2246.0,113514.0,70.0,0.0,451,би_2,Би-2 – Чёрное солнце (LIVE @ ВОЗДУХ),rock
89.0,278.0,1303.0,97801.0,80.0,4.0,265,би_2,Би-2 – Чёрное солнце (Midnight Faces Remix) [Lyric Video],rock
22.0,6.0,693.0,30453.0,20.0,0.0,782,би_2,Би-2 – Шамбала (#VKLive «Курс на «Лайки»),rock
10.0,7.0,337.0,26421.0,,,1540,би_2,Би-2 – с Новым 2015 годом!,rock
113.0,20.0,901.0,22307.0,66.0,1.0,282,би_2,Би-2 — Приглашение на Би-2 Fest,rock
233.0,521.0,5096.0,330977.0,,,34,би_2,Би-2 — Унисон (Нечётный воин 4. Часть 2. Retro Edition) [lyric video],rock
115.0,48.0,1973.0,44439.0,69.0,0.0,91,би_2,Би-2 — Чёрное солнце (Российская национальная музыкальная премия «Виктория»),rock
472.0,471.0,10250.0,2056963.0,332.0,6.0,833,би_2,"Би-2, Арбенина, Шахрин, Найк, Настя, Карасёв, Могилевский, Тотибадзе – Птица на подоконнике",rock
7.0,2.0,146.0,6154.0,7.0,0.0,966,би_2,Би-2. #FinalShow в «Зелёном театре»,rock
4.0,1.0,106.0,5768.0,2.0,0.0,966,би_2,Би-2. Backstage перед #FinalShow тура #16плюс,rock
11.0,4.0,205.0,10677.0,8.0,0.0,1017,би_2,Би-2. Автограф-сессия в летнем «Пионере»,rock
9.0,0.0,136.0,6769.0,5.0,0.0,1107,би_2,Би-2. Квартирник (акустика),rock
16.0,3.0,190.0,6335.0,5.0,0.0,1085,би_2,"Би-2. Квартирник, 05.03.16 (концепт-разработчик шоу ""Всегда красиво"")",rock
107.0,45.0,1392.0,260314.0,66.0,3.0,2384,би_2,Би-2. Нашествие 2011. Live #Нашествие,rock
19.0,10.0,345.0,46466.0,16.0,0.0,1738,би_2,Би-2. Новый альбом #16плюс,rock
51.0,29.0,1202.0,89201.0,34.0,2.0,623,би_2,Би-2. Новый альбом «Горизонт событий»!,rock
8.0,5.0,218.0,9841.0,4.0,0.0,1423,би_2,"Би-2. Презентация альбома #16плюс в Минске, 4.04.15",rock
6.0,2.0,184.0,14080.0,2.0,0.0,1150,би_2,Би-2. Саундчек Квартирник (акустика),rock
9.0,7.0,429.0,18262.0,6.0,0.0,966,би_2,Би-2. Саундчек перед #FinalShow тура #16плюс,rock
26.0,3.0,170.0,14553.0,8.0,0.0,1990,би_2,Би-2. Тройное концертное видео! Видеообращение Лёвы и Шуры,rock
22.0,3.0,434.0,14371.0,18.0,0.0,474,би_2,Би-2. Фильм-концерт «Горизонт событий» на Planeta.ru!,rock
25.0,5.0,289.0,14019.0,22.0,1.0,2876,би_2,"Би-2: ""Звезды меняют профессию"" с Левой би-2",rock
4.0,2.0,116.0,12740.0,3.0,0.0,2876,би_2,"Би-2: ""Концерт для девочек"" (Мяу кисс ми тур - на сцене)",rock
4.0,2.0,64.0,9184.0,4.0,0.0,2876,би_2,"Би-2: ""Ночной ларек"", ""Все, как он сказал"", ""Счастье"" + drum solo",rock
3.0,2.0,70.0,8881.0,2.0,0.0,2876,би_2,"Би-2: ""Реки"", 2004",rock
0.0,0.0,25.0,4192.0,,,2876,би_2,Би-2: В пути (slide show),rock
1.0,153.0,883.0,72043.0,1.0,0.0,2876,би_2,Би-2: Варвара (slide show),rock
9.0,0.0,84.0,9610.0,9.0,0.0,2876,би_2,"Би-2: Восток, live (Мельбурн '99)",rock
2.0,0.0,33.0,1579.0,2.0,0.0,2876,би_2,"Би-2: Мельбурн 2009, прощальная вечеринка",rock
10.0,2.0,205.0,15400.0,10.0,0.0,2876,би_2,Би-2: Мяу кисс ми тур (за сценой) - uncensored!!!,rock
12.0,3.0,296.0,31473.0,10.0,0.0,2876,би_2,Би-2: Полковник 2000,rock
8.0,8.0,146.0,9658.0,7.0,0.0,2876,би_2,"Би-2: выступление на дне рождения у Васи Шугалея, Минск,",rock
18.0,4.0,444.0,28303.0,13.0,0.0,2876,би_2,"Би-2: документальный фильм ""Зажигай!""",rock
23.0,1.0,196.0,10336.0,9.0,0.0,2876,би_2,"Би-2: концерт в клубе ""Greyhound"", Мельбурн 29.10.98",rock
8.0,2.0,228.0,9520.0,6.0,0.0,2876,би_2,Би-2: съемки за сценой,rock
1.0,1.0,115.0,7945.0,1.0,0.0,2876,би_2,"Би-2: фильм ""Молоко""",rock
5.0,3.0,90.0,9243.0,,,1588,би_2,Би-2@презентация альбома #16плюс. 15.09.14,rock
22.0,3.0,313.0,7472.0,13.0,0.0,685,би_2,Благовещенск: рок-н-ролл и шашлык от Боряна,rock
21.0,6.0,386.0,10404.0,15.0,1.0,692,би_2,Братск: саундчек и метаморфозы Бори,rock
18.0,11.0,116.0,4334.0,12.0,0.0,1032,би_2,"В КИНО с Би-2! 24 мая, 21:30, Летний ""Пионер"" в Парке Горького",rock
4.0,4.0,91.0,3635.0,,,2381,би_2,Видеопоздравление поклонников для Лёвы Би-2,rock
41.0,24.0,1070.0,32411.0,27.0,0.0,315,би_2,"Владимир: Боря, б@$#%, давай без самодеятельности",rock
41.0,10.0,626.0,20434.0,29.0,0.0,628,би_2,Восхитительный Владикавказ!,rock
35.0,2.0,650.0,17157.0,24.0,0.0,595,би_2,"Геленджик: «обезьянка», батя и полковник",rock
23.0,10.0,662.0,21615.0,18.0,0.0,625,би_2,Дико Дикая Мята!,rock
43.0,21.0,529.0,16638.0,27.0,0.0,491,би_2,Екатеринбург: 6000 голосов в унисон,rock
19.0,8.0,447.0,9267.0,17.0,0.0,370,би_2,Из Москвы — с букетом!,rock
32.0,8.0,595.0,10385.0,26.0,0.0,329,би_2,"Из Самары в Тольятти: 8 марта, стихи и нереальная публика 🔥",rock
16.0,6.0,210.0,14299.0,13.0,0.0,2016,би_2,Интервью с Лёвой и Шурой Би-2,rock
27.0,1.0,385.0,7868.0,24.0,0.0,414,би_2,"Йошкар-Ола, Казань и Владимир — встречайте Би-2!",rock
35.0,10.0,580.0,15043.0,22.0,0.0,514,би_2,Йумор и разгон «Горизонта событий» в Нижневартовске и Сургуте,rock
3.0,8.0,306.0,11325.0,3.0,0.0,615,би_2,Кавказские дневники — часть 2,rock
23.0,5.0,358.0,10905.0,18.0,0.0,619,би_2,Кавказские дневники — часть 1,rock
40.0,8.0,1014.0,38258.0,29.0,0.0,598,би_2,Как мы растопили ледовый дворец в Сочи 🔥,rock
14.0,5.0,419.0,12768.0,12.0,0.0,517,би_2,"Калининград: первый концерт нового «Горизонта событий», а мы уж не те...",rock
7.0,5.0,143.0,8233.0,7.0,0.0,1235,би_2,Клинч (premiere video),rock
26.0,8.0,350.0,10058.0,14.0,0.0,682,би_2,Комсомольск-на-Амуре: спойлер во время саундчека 😬,rock
104.0,45.0,1344.0,67547.0,55.0,2.0,334,би_2,Концерт Би-2 в Московском Планетарии,rock
72.0,11.0,1249.0,25563.0,52.0,1.0,80,би_2,Концерт Би-2 для друзей фонда «Подари жизнь»,rock
7.0,1.0,65.0,7654.0,7.0,0.0,2886,би_2,"Концерт-презентация ""Нечетного воина 2,5""",rock
23.0,10.0,736.0,19922.0,,,518,би_2,Кострома и Иваново: соло Макса на барабанах и прикрытие Бори,rock
491.0,1605.0,5284.0,447921.0,265.0,21.0,125,би_2,Куртки Кобейна – Молитвы мёртвых (Lyric video),rock
1612.0,6877.0,8629.0,1020937.0,1140.0,154.0,127,би_2,"Куртки Кобейна – Нити ДНК [Монеточка, Би-2]",rock
459.0,1034.0,4615.0,604050.0,323.0,24.0,129,би_2,Куртки Кобейна – Охота на кузнечиков (Диана Арбенина feat. Shura Би-2) [Lyric video],rock
30.0,11.0,285.0,9593.0,11.0,0.0,652,би_2,"ЛСД... ЛДС «Айсберг», Сочи, 20 июля!",rock
21.0,5.0,115.0,18668.0,17.0,1.0,2739,би_2,"Лева и Шура Би-2 о новом альбоме ""SPIRIT""",rock
9.0,4.0,150.0,11858.0,9.0,0.0,2126,би_2,Лёва и Шура Би-2 на радио Маяк. 11 мая 2013,rock
22.0,27.0,627.0,15129.0,20.0,0.0,682,би_2,Мир. Би-2. Май!,rock
175.0,217.0,3907.0,77854.0,95.0,2.0,64,би_2,"Мой рок-н-ролл (Би-2 feat. Елена Темникова, BUMBLE BEEZY, Вахтанг)",rock
30.0,10.0,704.0,20658.0,23.0,0.0,617,би_2,Настроение — лето!,rock
56.0,31.0,1730.0,38213.0,49.0,0.0,399,би_2,Наш рок-н-ролл ❤,rock
42.0,8.0,768.0,21014.0,37.0,2.0,645,би_2,Невероятный концерт с оркестром в Кишинёве! 🤘🎸,rock
89.0,66.0,2573.0,171525.0,63.0,0.0,377,би_2,Невошедшее в «О чём говорят мужчины. Продолжение»,rock
14.0,5.0,192.0,19564.0,12.0,0.0,2115,би_2,Нечётный воин 3 (сайд-проект Би-2). Документальный фильм о создании альбома,rock
26.0,26.0,557.0,108702.0,22.0,0.0,2137,би_2,Нечётный воин 3 - Далеко (Найк Борзов feat. Линда),rock
11.0,2.0,139.0,13969.0,11.0,0.0,2208,би_2,Нечётный воин 3 - Забытый всеми (Би-2 feat. Чичерина),rock
7.0,10.0,81.0,8992.0,7.0,0.0,2213,би_2,Нечётный воин 3 - Иду (Би-2 feat. В.Демидова),rock
7.0,3.0,222.0,17519.0,5.0,0.0,2208,би_2,Нечётный воин 3 - Как все (Би-2),rock
178.0,103.0,2865.0,1161296.0,147.0,1.0,2131,би_2,"Нечётный воин 3 - Касаясь земли (Би-2, Ренарс Кауперс, Найк Борзов), 2013",rock
31.0,13.0,532.0,50937.0,27.0,0.0,2214,би_2,"Нечётный воин 3 - Ты и я (Шклярский, Полева, Ефремов, Би-2)",rock
8.0,4.0,239.0,44040.0,8.0,0.0,2334,би_2,Нечётный воин 3. Видеообращение Лёвы и Шуры Би-2,rock
69.0,11.0,1479.0,47374.0,37.0,0.0,406,би_2,Отборнейший backstage с Золотого граммофона,rock
17.0,4.0,107.0,6970.0,11.0,0.0,1257,би_2,Отмена концерта в городе Дубна!,rock
13.0,10.0,174.0,4824.0,7.0,0.0,556,би_2,Отпечатки наших рук на planeta.ru/gorizont!,rock
25.0,8.0,348.0,9339.0,17.0,1.0,626,би_2,Отрыв в Нальчике 🙌,rock
