commentCount,dislikeCount,likeCount,viewCount,commentators_uniq,comments_obscene_cnt,video_age,performer,title,music_style
0.0,27.0,534.0,96202.0,,,775,николаев,Игорь Николаев и Наташа Королева — «Дельфин и русалка» // Концерт Наташи Королевой 2016,estrada
5.0,377.0,5790.0,1331254.0,1.0,0.0,775,николаев,"Игорь Николаев и Наташа Королева — «Такси, такси» // Концерт Наташи Королевой",estrada
17.0,190.0,237.0,48618.0,5.0,0.0,789,николаев,"Игорь Николаев и Нюша ""Дельфин и Русалка"" // НеГолубой огонёк 2017",estrada
2.0,0.0,15.0,2895.0,2.0,0.0,1767,николаев,Игорь Николаев и Олег Газманов - Я такой как ты не встречу никогда (аудио),estrada
2.0,4.0,37.0,7828.0,1.0,0.0,2471,николаев,"Игорь Николаев и Роман Емельянов ""Мой друг""",estrada
3.0,22.0,123.0,23094.0,,,1028,николаев,"Игорь Николаев и Сати Казанова ""Пять причин"" // Творческий вечер ""Миллион красивых женщин""",estrada
2.0,0.0,18.0,1810.0,1.0,0.0,1389,николаев,Игорь Николаев и Светлана Светличная вручили Премию RU.TV,estrada
4.0,10.0,375.0,83400.0,3.0,0.0,3161,николаев,"Игорь Николаев и Хулио Иглесиас младший ""My Mistakes""",estrada
10.0,4.0,73.0,6870.0,,,1016,николаев,"Игорь Николаев и Юлия Николаева ""Винни-Пух""",estrada
4.0,16.0,55.0,27705.0,2.0,0.0,2392,николаев,Игорь Николаев и Юлия Проскурякова,estrada
18.0,81.0,255.0,109033.0,4.0,0.0,2054,николаев,"Игорь Николаев и Юлия Проскурякова ""Две звезды""",estrada
4.0,95.0,578.0,208010.0,3.0,0.0,2994,николаев,"Игорь Николаев и Юлия Проскурякова ""Новый год без тебя""",estrada
9.0,31.0,190.0,68907.0,4.0,0.0,3042,николаев,"Игорь Николаев и Юлия Проскурякова ""СМС""",estrada
35.0,271.0,1432.0,324916.0,4.0,0.0,874,николаев,"Игорь Николаев и Юлия Проскурякова ""СМС"" // МУЗ-ТВ 20 лет в эфире",estrada
9.0,61.0,169.0,28977.0,12.0,0.0,614,николаев,"Игорь Николаев и Юлия Проскурякова ""Сегодня наш день""",estrada
7.0,132.0,653.0,305596.0,12.0,0.0,2782,николаев,"Игорь Николаев и Юлия Проскурякова ""Сегодня наш день""",estrada
273.0,1061.0,8247.0,2354215.0,12.0,0.0,1531,николаев,"Игорь Николаев и Юлия Проскурякова ""Смс""",estrada
17.0,78.0,447.0,185467.0,12.0,0.0,2082,николаев,"Игорь Николаев и Юлия Проскурякова ""Смс""",estrada
24.0,317.0,1774.0,739984.0,22.0,0.0,3123,николаев,"Игорь Николаев и Юлия Проскурякова ""Что-то в этом есть""",estrada
23.0,168.0,329.0,169158.0,7.0,0.0,2057,николаев,"Игорь Николаев и Юлия Проскурякова - Две дороги, два пути",estrada
45.0,19.0,71.0,16668.0,,,1664,николаев,Игорь Николаев и Юлия Проскурякова - Две звезды,estrada
0.0,2.0,14.0,3138.0,,,1974,николаев,Игорь Николаев и Юлия Проскурякова - Сегодня наш день,estrada
0.0,8.0,94.0,24386.0,12.0,0.0,1995,николаев,Игорь Николаев и Юлия Проскурякова - Смс,estrada
15.0,27.0,449.0,114489.0,12.0,0.0,2111,николаев,Игорь Николаев и Юлия Проскурякова - Смс,estrada
12.0,41.0,160.0,48970.0,5.0,0.0,2635,николаев,Игорь Николаев и Юлия Проскурякова Новый год на НТВ,estrada
8.0,114.0,758.0,220039.0,7.0,0.0,2632,николаев,"Игорь Николаев и Юля Проскурякова ""Горная лаванда""",estrada
36.0,137.0,292.0,75435.0,5.0,0.0,2560,николаев,"Игорь Николаев и Юля Проскурякова ""Две звезды""",estrada
14.0,266.0,2099.0,650998.0,11.0,0.0,2896,николаев,"Игорь Николаев и Юля Проскурякова ""СМС""",estrada
1.0,1.0,25.0,15637.0,5.0,0.0,2928,николаев,"Игорь Николаев и Юля Проскурякова ""Сегодня наш день""",estrada
5.0,17.0,54.0,40144.0,5.0,0.0,2928,николаев,"Игорь Николаев и Юля Проскурякова ""Сегодня наш день""",estrada
15.0,79.0,761.0,258352.0,7.0,0.0,3005,николаев,"Игорь Николаев и Юля Проскурякова ""Ты - мое счастье""",estrada
5.0,11.0,51.0,49896.0,2.0,0.0,3218,николаев,"Игорь Николаев и Юля Проскурякова ""Что-то в этом есть""",estrada
3.0,9.0,171.0,52409.0,,,2628,николаев,"Игорь Николаев и Юрий Антонов ""Белый теплоход""",estrada
2.0,3.0,77.0,20653.0,,,2994,николаев,"Игорь Николаев и Юрий Антонов ""Море, море""",estrada
15.0,10.0,182.0,81881.0,12.0,1.0,2262,николаев,"Игорь Николаев и Юрий Антонов ""Переулочки Арбата""",estrada
5.0,3.0,60.0,5100.0,5.0,0.0,648,николаев,"Игорь Николаев и группа ""Непоседы"" ""100 друзей"" // ""Взрослые и дети 2017""",estrada
2.0,13.0,176.0,28064.0,,,1012,николаев,"Игорь Николаев и группа ""Непоседы"" ""100 друзей"" // ""Непоседам 25""",estrada
8.0,15.0,135.0,32826.0,5.0,0.0,1767,николаев,Игорь Николаев и группа Руки Вверх - Невеста (аудио),estrada
0.0,1.0,4.0,851.0,,,1767,николаев,Игорь Николаев и группа Стрелки - Я вернусь (аудио),estrada
0.0,1.0,1.0,366.0,,,1780,николаев,Игорь Николаев и группа Стрелки - Я вернусь (аудио),estrada
6.0,4.0,70.0,5597.0,6.0,0.0,737,николаев,"Игорь Николаев на телеканале ""Настроение"" // ""Прости, поверь""",estrada
0.0,1.0,21.0,1957.0,,,1152,николаев,"Игорь Николаев читает стихи Евгения Евтушенко ""Был я столько раз так больно ранен...""",estrada
3.0,0.0,35.0,4791.0,3.0,0.0,2418,николаев,"Игорь Николаев, Игорь Крутой и Иосиф Кобзон",estrada
4.0,1.0,44.0,5904.0,4.0,0.0,2371,николаев,"Игорь Николаев, Игорь Крутой и Иосиф Кобзон ""Москва слезам не верит""",estrada
83.0,80.0,1688.0,476113.0,40.0,2.0,915,николаев,"Игорь Николаев, Игорь Крутой и Олег Газманов ""Доча"" // Новая волна 2016",estrada
0.0,2.0,36.0,12167.0,,,1923,николаев,"Игорь Николаев, Игорь Крутой, Ани Лорак - съемки клипа - Снится сон",estrada
18.0,18.0,149.0,32560.0,11.0,1.0,1031,николаев,"Игорь Николаев, Юлия Николаева и ""Непоседы"" "" Маленькая дочка"" // Концерт ""Взрослые и дети 2004""",estrada
1.0,2.0,21.0,1149.0,1.0,0.0,981,николаев,"Игорю Николаеву вручают орден ""Почетный гражданин России""",estrada
1.0,2.0,40.0,4827.0,1.0,0.0,1061,николаев,"Инструментальная музыка Игоря Николаева в фильме ""Мне нравится... Алла Пугачёва""",estrada
2.0,3.0,79.0,16034.0,,,1245,николаев,"Ирина Аллегрова ""Золото любви""",estrada
36.0,169.0,1887.0,421321.0,2.0,0.0,1245,николаев,"Ирина Аллегрова ""Императрица""",estrada
2.0,162.0,997.0,349679.0,2.0,0.0,3123,николаев,"Ирина Аллегрова ""Императрица""",estrada
0.0,0.0,7.0,811.0,,,1028,николаев,"Ирина Аллегрова ""Императрица"" // Творческий вечер Игоря Николаева ""Миллион красивых женщин""",estrada
1.0,1.0,23.0,5389.0,,,1139,николаев,"Ирина Аллегрова ""Императрица"" // Юбилейный концерт Игоря Николаева в Crocus City Hall",estrada
12.0,23.0,245.0,86360.0,10.0,0.0,1245,николаев,"Ирина Аллегрова ""Привет, Андрей""",estrada
4.0,34.0,477.0,126011.0,16.0,0.0,1245,николаев,"Ирина Аллегрова ""Свадебные цветы""",estrada
15.0,55.0,679.0,321548.0,16.0,0.0,2896,николаев,"Ирина Аллегрова ""Свадебные цветы""",estrada
4.0,1.0,80.0,10106.0,4.0,0.0,1139,николаев,"Ирина Аллегрова ""Странник мой"" // Юбилейный концерт Игоря Николаева в Crocus City Hall",estrada
0.0,1.0,12.0,1493.0,,,1028,николаев,"Ирина Аллегрова ""Странник"" // Творческий вечер Игоря Николаева ""Миллион красивых женщин""",estrada
0.0,6.0,77.0,5882.0,,,187,николаев,"Ирина Аллегрова и Игорь Николаев ""Императрица"" // Бенефис Ирины Аллегровой 2018",estrada
0.0,8.0,75.0,6184.0,,,187,николаев,"Ирина Аллегрова и Игорь Николаев ""Странник мой"" // Бенефис Ирины Аллегровой 2018",estrada
8.0,33.0,451.0,246571.0,7.0,0.0,3161,николаев,"Ирина Дубцова ""Суженый""",estrada
4.0,8.0,37.0,5228.0,,,1028,николаев,"Кристина Орбакайте ""Дельфин и русалка"" // Творческий вечер ""Миллион красивых женщин""",estrada
5.0,49.0,631.0,365724.0,4.0,0.0,3161,николаев,"Кристина Орбакайте ""Поговорим""",estrada
7.0,29.0,297.0,100139.0,5.0,0.0,1690,николаев,Кристина Орбакайте - Крылья // Новая Волна 2014 // ПРЕМЬЕРА,estrada
0.0,0.0,17.0,1506.0,,,1030,николаев,"Лайма Вайкуле ""Самый короткий роман"" // Творческий вечер ""Миллион красивых женщин""",estrada
0.0,0.0,6.0,901.0,,,1028,николаев,"Лариса Долина ""Наша тайна"" // Концерт ""Миллион красивых женщин""",estrada
0.0,1.0,18.0,2045.0,,,1028,николаев,"Лариса Долина ""Поэма"" // Концерт ""Миллион красивых женщин""",estrada
,32.0,677.0,293727.0,,,2896,николаев,"Леонид Агутин и Анжелика Варум ""Прости, поверь""",estrada
1.0,0.0,11.0,1150.0,1.0,0.0,1028,николаев,"Лолита и Игорь Николаев ""Одинокий"" // ""Миллион красивых женщин""",estrada
0.0,0.0,18.0,7756.0,,,3050,николаев,Музыкальный ринг: И.Николаев и И.Крутой - часть 1,estrada
0.0,0.0,6.0,3689.0,,,3050,николаев,Музыкальный ринг: И.Николаев и И.Крутой - часть 12,estrada
0.0,1.0,7.0,4792.0,,,3050,николаев,Музыкальный ринг: И.Николаев и И.Крутой - часть 5,estrada
39.0,122.0,2273.0,786336.0,13.0,0.0,3123,николаев,"Наташа Королева ""Янтарь""",estrada
0.0,0.0,9.0,505.0,,,1781,николаев,Наташа Королева - Венеция (аудио),estrada
0.0,0.0,7.0,1244.0,,,1781,николаев,Наташа Королева - Московская Джульетта (аудио),estrada
8.0,1.0,56.0,6367.0,6.0,0.0,1780,николаев,Наташа Королева - На край света (аудио),estrada
10.0,23.0,161.0,47877.0,9.0,0.0,1781,николаев,Наташа Королева - Серые глаза (аудио),estrada
11.0,35.0,488.0,222678.0,10.0,0.0,2896,николаев,"Николай Басков ""Будь моей женой""",estrada
4.0,28.0,241.0,75023.0,2.0,0.0,3161,николаев,"Николай Басков ""Силы небесные""",estrada
0.0,14.0,138.0,58246.0,,,2896,николаев,"Николай Басков и Оксана Федорова ""Блондин и красотка""",estrada
0.0,0.0,5.0,3605.0,,,2423,николаев,Новая волна 2012 Игорь Николаев,estrada
0.0,25.0,62.0,34876.0,,,2634,николаев,Новый дом Игоря Николаева и Юли Проскуряковой,estrada
0.0,2.0,40.0,6665.0,,,1690,николаев,Олимпийский вальс // Новая волна 2014,estrada
0.0,0.0,0.0,63.0,,,1647,николаев,Петух,estrada
,23.0,14.0,6956.0,,,3204,николаев,Пиратское видео! Юля Проскурякова поет в караоке!!!,estrada
6.0,58.0,284.0,141632.0,6.0,0.0,3124,николаев,"Полина Гагарина ""Странник мой""",estrada
1.0,17.0,156.0,95576.0,1.0,0.0,3124,николаев,Поппури песен Игоря Крутого и Игоря Николаева,estrada
16.0,3.0,164.0,21019.0,12.0,0.0,1139,николаев,"Сергей Шакуров ""Завораживает"" // Юбилейный концерт Игоря Николаева в Crocus City Hall",estrada
19.0,49.0,1571.0,307830.0,18.0,0.0,2465,николаев,"Сергей Шакуров и Игорь Николаев ""Завораживает""",estrada
1.0,11.0,54.0,20718.0,1.0,0.0,3162,николаев,"Таисия Повалий ""Паромщик""",estrada
0.0,1.0,11.0,1076.0,,,1028,николаев,"Татьяна Овсиенко ""Цепочка"" // Творческий вечер ""Миллион красивых женщин""",estrada
0.0,50.0,149.0,61923.0,,,3049,николаев,"Ток-шоу ""Ты и я"" Игорь Николаев и Юля Проскурякова (1)",estrada
4.0,20.0,78.0,24713.0,,,3049,николаев,"Ток-шоу ""Ты и я"" Игорь Николаев и Юля Проскурякова (2)",estrada
5.0,3.0,71.0,22841.0,5.0,0.0,1690,николаев,Филипп Киркоров - Радость Моя // Новая Волна 2014,estrada
2.0,7.0,103.0,15721.0,2.0,0.0,1048,николаев,"Филипп Киркоров и Игорь Николаев ""Я не Рафаэль"" // Творческий вечер Игоря Николаева // 1998 год",estrada
0.0,2.0,29.0,3201.0,,,1028,николаев,"Филипп Киркоров ""Немного жаль"" // Творческий вечер ""Миллион красивых женщин""",estrada
33.0,17.0,290.0,52312.0,21.0,2.0,1139,николаев,"Филипп Киркоров ""Немного жаль"" // Юбилейный концерт Игоря Николаева в Crocus City Hall",estrada
31.0,36.0,343.0,105602.0,21.0,1.0,3161,николаев,"Филипп Киркоров ""Я не Рафаэль""",estrada
15.0,6.0,168.0,37080.0,12.0,0.0,1139,николаев,"Эмин Агаларов ""Начистоту"" // Юбилейный концерт Игоря Николаева в Crocus City Hall",estrada
0.0,1.0,41.0,11063.0,,,1144,николаев,"Юбилейный концерт Игоря Николаева в Crocus City Hall. Анонс на ТК ""Россия""",estrada
0.0,2.0,20.0,6045.0,,,938,николаев,"Юбилейный концерт Игоря Николаева в эфире телеканала ""Россия""",estrada
0.0,4.0,32.0,14055.0,,,3181,николаев,"Юлия Николаева ""Найди меня""",estrada
5.0,8.0,114.0,26159.0,3.0,0.0,3178,николаев,"Юлия Николаева ""Найди меня"" (видеоклип)",estrada
0.0,8.0,125.0,20896.0,,,1028,николаев,"Юлия Николаева ""Найди меня"" // Творческий вечер ""Миллион красивых женщин""",estrada
0.0,19.0,134.0,32911.0,,,3207,николаев,"Юлия Николаева ""Ни с кем и никогда""",estrada
0.0,12.0,37.0,17162.0,,,3178,николаев,"Юлия Николаева ""Новый год""",estrada
0.0,2.0,22.0,8312.0,,,3207,николаев,"Юлия Николаева ""Этот мир встреч и разлук""",estrada
,9.0,24.0,69378.0,,,3200,николаев,Юлия Николаева и Юлия Проскурякова на свадьбах подруг,estrada
0.0,7.0,89.0,45166.0,,,3206,николаев,"Юлия Николаева, Стас Пьеха feat Тимати ""Белая мечта""",estrada
168.0,299.0,593.0,42331.0,,,12,николаев,"Юлия Проскурякова ""Бессонница""",estrada
31.0,1133.0,6718.0,1808561.0,16.0,0.0,1139,николаев,"Юлия Проскурякова ""Мой мужчина"" // Юбилейный концерт Игоря Николаева в Crocus City Hall",estrada
73.0,39.0,519.0,82747.0,17.0,0.0,2110,николаев,"Юлия Проскурякова ""Найди меня""",estrada
9.0,82.0,155.0,19740.0,,,440,николаев,"Юлия Проскурякова ""Новый год""",estrada
46.0,234.0,622.0,54940.0,42.0,0.0,113,николаев,"Юлия Проскурякова ""Танцуй""",estrada
7.0,74.0,1262.0,241040.0,6.0,0.0,2742,николаев,"Юлия Проскурякова ""Ты - мое счастье""",estrada
10.0,6.0,59.0,11596.0,15.0,0.0,2082,николаев,"Юлия Проскурякова ""Ты мое счастье""",estrada
4.0,6.0,55.0,9677.0,15.0,0.0,2256,николаев,"Юлия Проскурякова ""Ты мое счастье""",estrada
4.0,41.0,474.0,117900.0,15.0,0.0,2896,николаев,"Юлия Проскурякова ""Ты мое счастье""",estrada
19.0,24.0,238.0,122091.0,16.0,0.0,2876,николаев,"Юлия Проскурякова ""Ты мое счастье"" (Live)",estrada
10.0,233.0,219.0,34481.0,10.0,0.0,407,николаев,"Юлия Проскурякова ""Хуан-Хулиган""",estrada
89.0,346.0,789.0,163368.0,43.0,0.0,310,николаев,"Юлия Проскурякова ""Это классно - жизнь прекрасна!""",estrada
6.0,86.0,776.0,181482.0,5.0,0.0,2111,николаев,Юлия Проскурякова - Голос,estrada
11.0,36.0,461.0,65962.0,5.0,0.0,1856,николаев,Юлия Проскурякова - Как я могла жить без тебя,estrada
9.0,17.0,62.0,14981.0,5.0,0.0,2021,николаев,Юлия Проскурякова - Как я могла жить без тебя,estrada
3.0,0.0,47.0,11447.0,5.0,0.0,2111,николаев,Юлия Проскурякова - Как я могла жить без тебя,estrada
16.0,461.0,1629.0,518062.0,14.0,0.0,1692,николаев,Юлия Проскурякова - Королева // Новая Волна 2014,estrada
7.0,117.0,756.0,215386.0,,,1620,николаев,Юлия Проскурякова - Мой мужчина,estrada
91.0,83.0,632.0,179634.0,39.0,0.0,2111,николаев,Юлия Проскурякова - Ты любишь,estrada
89.0,100.0,2086.0,348212.0,59.0,0.0,2111,николаев,Юлия Проскурякова - Ты мое счастье,estrada
15.0,45.0,129.0,20347.0,12.0,0.0,980,николаев,Юлия Проскурякова - Это Классно-Жизнь прекрасна,estrada
42.0,684.0,2875.0,1271742.0,23.0,0.0,2263,николаев,Юлия Проскурякова -Как я могла жить без тебя,estrada
38.0,139.0,401.0,73593.0,24.0,0.0,464,николаев,Юлия Проскурякова «Не могу без тебя»,estrada
3.0,44.0,76.0,10841.0,3.0,0.0,645,николаев,"Юлия Проскурякова в гостях у Аллы Довлатовой на ""Русском радио""",estrada
4.0,249.0,1179.0,245575.0,3.0,0.0,2472,николаев,"Юлия Проскурякова и Екатерина Лещева ""Ты - мое счастье""",estrada
2.0,2.0,9.0,4558.0,2.0,0.0,1617,николаев,"Юлия Проскурякова на фестивале ""Киношок 2014""",estrada
225.0,1017.0,9342.0,1270140.0,181.0,0.0,529,николаев,"Юлия Проскурякова, Елена Есенина и Максим Галкин ""Я мать""",estrada
1.0,58.0,290.0,101578.0,1.0,0.0,2896,николаев,"Юля Проскурякова ""Иду за своей мечтой""",estrada
7.0,55.0,274.0,84692.0,,,2896,николаев,"Юля Проскурякова ""Королева Снежная""",estrada
0.0,0.0,22.0,2324.0,,,1325,николаев,"Юрий Николаев ""Остров Юрий""",estrada
1.0,1.0,61.0,16363.0,1.0,0.0,1138,николаев,"Юрий Николаев ""Остров Юрий"" // Юбилейный концерт Игоря Николаева в Crocus City Hall",estrada
1.0,1.0,48.0,6137.0,1.0,0.0,880,николаев,"Юрий Николаев и Игорь Николаев ""Остров Юрий"" // ""Сегодня вечером"" с Андреем Малаховым",estrada
3.0,,,1993.0,3.0,0.0,1184,валерия,"""Вечерний Ургант"" Валерия в гостях у Ивана Урганта.",estrada
4.0,1.0,56.0,12013.0,4.0,0.0,2522,валерия,"""Говорим и показываем"". Бенефис ВАЛЕРИИ! НТВ 2012",estrada
0.0,2.0,23.0,6208.0,,,1741,валерия,"""Лучшее видео""- Валерия и Валерий Меладзе ""Не теряй меня"" Муз-Тв 2014",estrada
10.0,,,3252.0,10.0,0.0,1083,валерия,"""Океаны"" (acoustic home version)",estrada
3.0,13.0,67.0,24467.0,3.0,0.0,1947,валерия,"""Спокойной ночи, малыши"" с участием Валерии",estrada
13.0,,,123552.0,10.0,0.0,1510,валерия,"""Частная история: Валерия""",estrada
16.0,62.0,428.0,219254.0,16.0,0.0,2193,валерия,10 лет вместе - Свадьба Валерии и Иосифа,estrada
7.0,,,28413.0,6.0,0.0,1172,валерия,"28-го января 2016 года Валерия выступит с концертной программой ""Формула Счастья"" в Лондоне",estrada
9.0,,,100758.0,9.0,0.0,108,валерия,6 декабря Эксклюзивный концерт Валерии в «Доме Музыки» (анонс),estrada
171.0,99.0,2899.0,1452645.0,144.0,2.0,2171,валерия,NEW! Валерия и Валерий Меладзе - Не теряй меня (Премьера),estrada
284.0,716.0,8088.0,3602359.0,169.0,1.0,2094,валерия,New video! Валерия - По серпантину (Full HD) Премьера,estrada
187.0,500.0,3962.0,1409079.0,148.0,0.0,1840,валерия,New! Валерия - Мой любимый (Премьера клипа),estrada
657.0,1596.0,12179.0,4299320.0,390.0,0.0,1957,валерия,New! Валерия - Мы боимся любить. Премьера клипа!,estrada
25.0,,,415520.0,21.0,0.0,1621,валерия,New! Валерия - Это время любви (Премьера клипа),estrada
199.0,463.0,7071.0,3113880.0,158.0,0.0,2281,валерия,"New! Валерия - Я буду ждать тебя! (OST ""Полярный рейс"")",estrada
327.0,,,4619438.0,299.0,1.0,1508,валерия,New! Валерия и Анна Шульгина - Ты моя (Премьера клипа),estrada
173.0,506.0,7984.0,2293910.0,138.0,3.0,1766,валерия,New! Валерия и Руслан Алехно - Сердце из стекла (Премьера клипа),estrada
0.0,1.0,5.0,1082.0,,,3019,валерия,Russian superstar Valeriya discusses Avon Voices,estrada
8.0,9.0,76.0,14134.0,7.0,0.0,3614,валерия,VALERIYA - Back to Love LIVE in Manchester,estrada
7.0,8.0,46.0,32720.0,7.0,0.0,3877,валерия,VALERIYA - The Party's Over LIVE on the New Wave 2008,estrada
64.0,122.0,519.0,315463.0,53.0,1.0,3830,валерия,VALERIYA - Wild!,estrada
22.0,45.0,139.0,89409.0,19.0,0.0,3877,валерия,VALERIYA and Robin Gibb - Stayin' Alive LIVE. New Wave 2008,estrada
0.0,4.0,15.0,6315.0,,,3584,валерия,VALERIYA at BBC channel,estrada
17.0,13.0,96.0,26318.0,16.0,0.0,3626,валерия,VALERIYA at The O2 Arena in London,estrada
2.0,6.0,17.0,5721.0,2.0,0.0,3262,валерия,VALERIYA on the BBC Breakfast,estrada
5.0,3.0,35.0,46521.0,,,4018,валерия,VALERIYA speaks on Human Trafficking for IOM TV SPOT,estrada
1.0,4.0,39.0,9760.0,1.0,0.0,2614,валерия,Valeriya feat.Uri Geller - Merry Christmas to the World 1992 год,estrada
59.0,,,181764.0,50.0,0.0,1395,валерия,Valeriya live concert in London (The Royal Albert Hall) Грандиозный концерт Валерии в Лондоне!,estrada
0.0,17.0,24.0,14325.0,,,3729,валерия,"YouTube Symphony Orchestra, VALERIYA and you...?",estrada
2.0,,,2426.0,2.0,0.0,175,валерия,"Анна Шульгина - Прости (Концерт Валерии @ Crocus City Hall, ""По серпантину"", 2013)",estrada
2.0,,,1152.0,2.0,0.0,176,валерия,"Арсений Шульгин - ""Ария Фигаро"" (Валерия @ Crocus City Hall, ""По серпантину"", 2013)",estrada
21.0,,,27070.0,21.0,0.0,191,валерия,Арсений Шульгин - Фрагмент концерта для фортепиано с оркестром (The Royal Albert Hall),estrada
5.0,1.0,11.0,4838.0,4.0,0.0,1970,валерия,"Арсений Шульгин. Концерт В.-А.Моцарт, Э.Григ.",estrada
6.0,1.0,54.0,14319.0,6.0,0.0,3244,валерия,Блиц с ВАЛЕРИЕЙ 2010,estrada
12.0,,,15579.0,10.0,0.0,643,валерия,Блиц-опрос на Премии МУЗ-ТВ 2017,estrada
5.0,7.0,38.0,10782.0,3.0,0.0,3278,валерия,ВАЛЕРИЯ & Patricia Kaas - Elle Voulait Jouer Cabaret LIVE 2010,estrada
14.0,33.0,94.0,42386.0,11.0,0.0,3198,валерия,ВАЛЕРИЯ (VALERIYA) - I Know LIVE. Премия Муз-ТВ 2010,estrada
9.0,8.0,31.0,15748.0,,,3197,валерия,"ВАЛЕРИЯ - ""Лучшая исполнительница"". Муз-ТВ 2010",estrada
2.0,6.0,64.0,9279.0,2.0,0.0,2693,валерия,"ВАЛЕРИЯ - Arrivederci Roma. ""Призрак оперы"". 1 канал",estrada
20.0,21.0,127.0,38107.0,18.0,0.0,3655,валерия,ВАЛЕРИЯ - Back to Love LIVE. Отборочный тур Евровидения 2009,estrada
130.0,157.0,2564.0,2138485.0,96.0,0.0,4164,валерия,ВАЛЕРИЯ - Break it All,estrada
3.0,0.0,36.0,5838.0,2.0,0.0,3246,валерия,"ВАЛЕРИЯ - Happy New Year. Новый год 2008, Россия",estrada
2.0,5.0,67.0,30641.0,2.0,0.0,3361,валерия,ВАЛЕРИЯ - I Love You Baby. Новый год на Первом 2007,estrada
7.0,17.0,106.0,35407.0,6.0,0.0,3236,валерия,"ВАЛЕРИЯ - Mambo Italiano, Новый год на 1 канале 2006",estrada
3.0,3.0,25.0,5488.0,3.0,0.0,2990,валерия,"ВАЛЕРИЯ - Padam. Новый год 2011, Россия1",estrada
3.0,15.0,82.0,22636.0,3.0,0.0,3342,валерия,"ВАЛЕРИЯ - Pardonne-moi. Золотой ключик 2009, Россия1",estrada
7.0,52.0,88.0,17811.0,,,3366,валерия,ВАЛЕРИЯ - Spente le stelle. Новая волна 2007,estrada
0.0,2.0,6.0,1795.0,,,3056,валерия,ВАЛЕРИЯ - Stayin' Alive. Музыкальный ринг НТВ,estrada
1.0,5.0,23.0,7085.0,1.0,0.0,3272,валерия,"ВАЛЕРИЯ - The Party's Over. Вечерний квартал, IHTEP 2008",estrada
2.0,3.0,28.0,6983.0,2.0,0.0,3246,валерия,"ВАЛЕРИЯ - The Party's Over. Субботний вечер, Россия1",estrada
0.0,2.0,13.0,3944.0,,,3255,валерия,ВАЛЕРИЯ - WILD! LIVE. Премия Муз-ТВ 2009,estrada
8.0,2.0,40.0,9562.0,8.0,0.0,3153,валерия,ВАЛЕРИЯ - WILD! Зелёна-Гура 2010,estrada
1.0,1.0,7.0,2583.0,1.0,0.0,3056,валерия,ВАЛЕРИЯ - Wild! Музыкальный ринг НТВ,estrada
21.0,133.0,131.0,49943.0,15.0,0.0,2749,валерия,"ВАЛЕРИЯ - Ария Далилы. ""Призрак оперы"". 1 канал",estrada
8.0,5.0,72.0,19869.0,7.0,0.0,2728,валерия,"ВАЛЕРИЯ - Ария Магдалины. ""Призрак оперы"". 1 канал",estrada
15.0,8.0,61.0,13797.0,12.0,0.0,2680,валерия,ВАЛЕРИЯ - Благодарю тебя LIVE. ДОстояние РЕспублики 2011,estrada
37.0,77.0,886.0,635883.0,35.0,0.0,3829,валерия,ВАЛЕРИЯ - Боль!,estrada
5.0,2.0,52.0,23408.0,5.0,0.0,3203,валерия,ВАЛЕРИЯ - Была любовь,estrada
5.0,5.0,154.0,34979.0,5.0,0.0,2986,валерия,ВАЛЕРИЯ - Была любовь LIVE. Хиты и звезды 2010,estrada
8.0,12.0,285.0,96087.0,7.0,0.0,3249,валерия,ВАЛЕРИЯ - Была любовь. Возвращение! Премия Муз-ТВ 2003,estrada
4.0,2.0,121.0,30689.0,3.0,0.0,3090,валерия,ВАЛЕРИЯ - Была любовь. Субботний вечер 2010,estrada
9.0,10.0,104.0,34611.0,8.0,0.0,3368,валерия,ВАЛЕРИЯ - В городском саду играет духовой оркестр,estrada
3.0,7.0,97.0,39620.0,3.0,0.0,3247,валерия,ВАЛЕРИЯ - В твоих глазах не я. РТР Планета 2008,estrada
4.0,3.0,84.0,33513.0,3.0,0.0,3203,валерия,ВАЛЕРИЯ - Во мне моя любовь. Марш Avon 2010,estrada
6.0,1.0,31.0,24188.0,6.0,0.0,3161,валерия,ВАЛЕРИЯ - Волшебный дом. Витебск 2010,estrada
6.0,4.0,43.0,17713.0,6.0,0.0,3112,валерия,ВАЛЕРИЯ - Волшебный дом. Субботний вечер 2010,estrada
7.0,3.0,28.0,5247.0,,,2707,валерия,"ВАЛЕРИЯ - Донюшка-Любушка. ""Призрак оперы"". 1 канал",estrada
34.0,46.0,522.0,306190.0,26.0,0.0,3979,валерия,ВАЛЕРИЯ - Жаль,estrada
7.0,3.0,95.0,41336.0,7.0,0.0,3219,валерия,ВАЛЕРИЯ - Жаль. ОРТ 2000 год,estrada
6.0,1.0,40.0,15324.0,,,2755,валерия,ВАЛЕРИЯ - Жди меня. Детская Новая Волна 2011,estrada
3.0,0.0,35.0,7176.0,,,2720,валерия,ВАЛЕРИЯ - Жди меня. Концерт Росатом 2011,estrada
2.0,0.0,51.0,17200.0,2.0,0.0,2926,валерия,ВАЛЕРИЯ - Жди меня. Праздничное шоу Валентина Юдашкина,estrada
16.0,11.0,195.0,57330.0,13.0,0.0,2998,валерия,ВАЛЕРИЯ - Жди меня. Премьера!,estrada
2.0,1.0,7.0,1603.0,,,3056,валерия,ВАЛЕРИЯ - Калитка. Музыкальный ринг НТВ,estrada
